Id,Objeto,Calle,Altura,Direc_norm,Telefono,Barrio,Comuna,Longitud,Latitud
1412,FARMACIA,AV GAONA,1665,GAONA AV. 1665,45848080,CABALLITO,6,-58.451921339253751,-34.610271827314911
1413,FARMACIA,AV GRAL. MOSCONI,3199,MOSCONI GENERAL AV. 3199,45710637,VILLA PUEYRREDON,12,-58.506180306919184,-34.588473841993299
1414,FARMACIA,MONROE,1901,MONROE 1901,47811415,BELGRANO,13,-58.455536791399211,-34.555500874750898
1415,FARMACIA,AV DIAZ VELEZ,5502,DIAZ VELEZ AV. 5502,49829571,CABALLITO,6,-58.443881765967291,-34.608190741339655
1416,FARMACIA,MIGUELETES,961,MIGUELETES 961,57780450,PALERMO,14,-58.435724853762558,-34.565286997393763
1417,FARMACIA,AV JOSE MARIA MORENO,690,"MORENO, JOSE MARIA AV. 690",49227346,CABALLITO,6,-58.433939488971497,-34.626598705641221
1418,FARMACIA,AV CABILDO,3210,CABILDO AV. 3210,45448875,NUÑEZ,13,-58.465452153132368,-34.552763774506218
1419,FARMACIA,JOSE HERNANDEZ,2237,"HERNANDEZ, JOSE 2237",47873761,BELGRANO,13,-58.45196003602139,-34.564709854251142
1420,FARMACIA,LIMA,595,LIMA 595,43840595 43841176,MONSERRAT,1,-58.381830535840443,-34.615157164477246
1421,FARMACIA,MANSILLA,2601,"MANSILLA, LUCIO NORBERTO, GENERAL 2601",49629637,RECOLETA,2,-58.404649457896106,-34.595920098114185
1422,FARMACIA,HIPOLITO YRIGOYEN,1900,"YRIGOYEN, HIPOLITO 1900",43748599,BALVANERA,3,-58.393190165584649,-34.610539384507952
1426,FARMACIA,VIAMONTE,1461,VIAMONTE 1461,53523352,SAN NICOLAS,1,-58.3875933466554,-34.600445443698248
1427,FARMACIA,CARLOS CALVO,1183,"CALVO, CARLOS 1183",52757736 43043450,CONSTITUCION,1,-58.382663986728019,-34.61962001403306
1428,FARMACIA,ARTIGAS,1902,"ARTIGAS, JOSE GERVASIO, GRAL. 1902",45846017,VILLA GRAL. MITRE,11,-58.47575677173932,-34.609699497705861
1429,FARMACIA,AV VARELA,999,VARELA AV. 999,46310910,FLORES,7,-58.457804251982367,-34.640447646668186
1430,FARMACIA,AV RIVADAVIA,3695,RIVADAVIA AV. 3695,48650090,ALMAGRO,5,-58.418403967275815,-34.610842601792179
1432,FARMACIA,ACOYTE,268,ACOYTE AV. 268,49024453,CABALLITO,6,-58.437911388500609,-34.615024982661218
1433,FARMACIA,AV CONGRESO,4484,CONGRESO AV. 4484,45231192,VILLA URQUIZA,12,-58.483299814207527,-34.566355945381915
1435,FARMACIA,AV SAN PEDRITO,28,SAN PEDRITO AV. 28,,FLORES,7,-58.469274845770471,-34.63099729475941
1436,FARMACIA,CARLOS PELLEGRINI,765,"PELLEGRINI, CARLOS 765",43223198 43220298,SAN NICOLAS,1,-58.381002781144041,-34.599443366102982
1438,FARMACIA,AV CORRIENTES,1880,CORRIENTES AV. 1880,43718023,BALVANERA,3,-58.393469416792435,-34.604637260262955
1439,FARMACIA,PARAGUAY,2387,PARAGUAY 2387,49612822,RECOLETA,2,-58.401731946263979,-34.597676763831949
1441,FARMACIA,AV LIBERTADOR,8322,DEL LIBERTADOR AV. 8322,55502305/2306,NUÑEZ,13,-58.465126726637465,-34.53898406410012
1443,FARMACIA,ALVAREZ JONTE,3873,ALVAREZ JONTE AV. 3873,45683188,VILLA DEL PARQUE,11,-58.495314394659303,-34.614046170814639
1444,FARMACIA,TALCAHUANO,958,TALCAHUANO 958,48142981,RETIRO,1,-58.3858123862451,-34.597504045959539
1445,FARMACIA,ALBERDI J. B. AV,5302,"ALBERDI, JUAN BAUTISTA AV. 5302",46354173,MATADEROS,9,-58.498234272473653,-34.647939095543748
1446,FARMACIA,AV DE LOS INCAS,4892,DE LOS INCAS AV. 4892,48974743,PARQUE CHAS,15,-58.478611585027529,-34.584776458723759
1447,FARMACIA,PARAGUAY,5002,PARAGUAY 5002,47770453,PALERMO,14,-58.429279138764258,-34.580907658719738
1448,FARMACIA,PERU,1520,PERU 1520,,SAN TELMO,1,-58.373744558646955,-34.625837349340742
1449,FARMACIA,JUAN B. AMBROSETTI,720,"AMBROSETTI, JUAN B. 720",49586019,CABALLITO,6,-58.438668683199296,-34.610149660995404
1450,FARMACIA,YERBAL,2399,YERBAL 2399,46191679,FLORES,7,-58.463095959776474,-34.627480995036841
1451,FARMACIA,AV LACARRA,1302,LACARRA AV. 1302,,PARQUE AVELLANEDA,9,-58.473425299319238,-34.64625213200538
1452,FARMACIA,AV J. DE GARAY,401,"GARAY, JUAN DE AV. 401",43006634,SAN TELMO,1,-58.371357592884884,-34.624056227775526
1453,FARMACIA,JONTE,2098,ALVAREZ JONTE 2098,45811333,VILLA GRAL. MITRE,11,-58.472714479384408,-34.604676619073771
1454,FARMACIA,HONORIO PUEYRREDON,1400,"PUEYRREDON, HONORIO, DR. AV. 1400",48543069,VILLA CRESPO,15,-58.447885005276071,-34.604855962960421
1456,FARMACIA,BRASIL,1299,BRASIL 1299,43043032,CONSTITUCION,1,-58.384192842698283,-34.628020708051629
1457,FARMACIA,NOGOYA,4418,NOGOYA 4418,20735860,VILLA DEVOTO,11,-58.506351215609378,-34.611707808558386
1458,FARMACIA,JERONIMO SALGUERO,3297,"SALGUERO, JERONIMO 3297",,PALERMO,14,-58.403014668513194,-34.57482513214952
1460,FARMACIA,AV ELCANO,3364,ELCANO AV. 3364,20686422,COLEGIALES,13,-58.459636861731155,-34.575300125135591
1461,FARMACIA,JOSE PEDRO VARELA,4720,"VARELA, JOSE PEDRO 4720",,VILLA DEVOTO,11,-58.51605813367086,-34.610223108571049
1462,FARMACIA,ARENALES,1230,ARENALES 1230,,RETIRO,1,-58.384808894311966,-34.594650523587795
1463,FARMACIA,AV BELGRANO,3002,BELGRANO AV. 3002,49316000,BALVANERA,3,-58.408524990400998,-34.615274288661738
1464,FARMACIA,IBARROLA,7298,IBARROLA 7298,,LINIERS,9,-58.528793737077933,-34.641869860792873
1465,FARMACIA,MARCELO T. DE ALVEAR,2381,"ALVEAR, MARCELO T. De 2381",48272105,RECOLETA,2,-58.401262630381012,-34.596255830394867
1467,FARMACIA,AV DIAZ VELEZ,3897,DIAZ VELEZ AV. 3897,49835863,ALMAGRO,5,-58.421373540753457,-34.608398727099946
1468,FARMACIA,FCO ACUÑA DE FIGUEROA,1777,"ACUÑA DE FIGUEROA, FRANCISCO 1777",48616802,PALERMO,14,-58.420147339097525,-34.590592480550512
1470,FARMACIA,AV ENTRE RIOS,732,ENTRE RIOS AV. 732,,MONSERRAT,1,-58.391471956567607,-34.617250158675368
1471,FARMACIA,AV INDEPENDENCIA,1384,INDEPENDENCIA AV. 1384,,CONSTITUCION,1,-58.385448139174642,-34.618020033055082
1472,FARMACIA,AV SAN JUAN,2099,SAN JUAN AV. 2099,43086188,SAN CRISTOBAL,3,-58.395299023211557,-34.62277848924623
1473,FARMACIA,AV EMILIO CASTRO,6451,"CASTRO, EMILIO AV. 6451",46420038,LINIERS,9,-58.512361121486904,-34.650353576148071
1474,FARMACIA,TENIENTE GENERAL JUAN D PERON,4185,"PERON, JUAN DOMINGO, TTE. GENERAL 4185",48613081,ALMAGRO,5,-58.425688570909976,-34.605789765591403
1475,FARMACIA,AV JUAN B. JUSTO,2787,"JUSTO, JUAN B. AV. 2787",48545657,VILLA CRESPO,15,-58.446534301556632,-34.596070727054652
1476,FARMACIA,CHILAVERT M. CNEL.,6577,"CHILAVERT, MARTINIANO, CORONEL 6577",46012104,VILLA RIACHUELO,8,-58.477129037491359,-34.687020295552905
1478,FARMACIA,VENEZUELA,2726,REPUBLICA BOLIVARIANA DE VENEZUELA 2726,49323252 60880770,BALVANERA,3,-58.404878993883322,-34.616077078678551
1479,FARMACIA,JUNCAL,3005,JUNCAL 3005,48218791,RECOLETA,2,-58.407509780683384,-34.587033031124577
1480,FARMACIA,AV JUAN B.ALBERDI,2800,"ALBERDI, JUAN BAUTISTA AV. 2800",46124886,FLORES,7,-58.467007772361143,-34.632999203667985
1481,FARMACIA,MORENO,2502,MORENO 2502,43083871,BALVANERA,3,-58.401566491725141,-34.613394703612087
1482,FARMACIA,AV INDEPENDENCIA,2002,INDEPENDENCIA AV. 2002,49419086,SAN CRISTOBAL,3,-58.394609694264169,-34.618476810981726
1485,FARMACIA,AZOPARDO,350,AZOPARDO 350,43386406,MONSERRAT,1,-58.367814040863173,-34.611671273606845
1486,FARMACIA,BOLIVAR,830,BOLIVAR 830,43621703,SAN TELMO,1,-58.372848032480086,-34.61755388470646
1487,FARMACIA,AV CORDOBA,1701,CORDOBA AV. 1701,48113604,RECOLETA,2,-58.391714524075965,-34.599410797248773
1488,FARMACIA,AV BEIRO FRANCISCO,4594,"BEIRO, FRANCISCO AV. 4594",45020947,VILLA DEVOTO,11,-58.515283037133841,-34.608185503960001
1489,FARMACIA,LIBERTAD,1092,LIBERTAD 1092,48112071,RETIRO,1,-58.384441681951941,-34.59581544753906
1490,FARMACIA,AV LAFUENTE,3068,LAFUENTE 3068,49185545,VILLA SOLDATI,8,-58.440074435417188,-34.66155137261179
1492,FARMACIA,AGUERO,1926,AGUERO 1926,48259847,RECOLETA,2,-58.404130108658691,-34.589187264359019
1493,FARMACIA,AV BELGRANO,1746,BELGRANO AV. 1746,43781329,MONSERRAT,1,-58.391092917504011,-34.613953183323638
1494,FARMACIA,GUEMES,4026,GUEMES 4026,48310489,PALERMO,14,-58.417959650992117,-34.585936059197621
1495,FARMACIA,AV ENTRE RIOS,459,ENTRE RIOS AV. 459,43833491 43811619 43832554,BALVANERA,3,-58.39190790024405,-34.614469344313022
1496,FARMACIA,AV BELGRANO,2950,BELGRANO AV. 2950,49572476,BALVANERA,3,-58.407126589526499,-34.615092136566425
1497,FARMACIA,LA RIOJA,287,LA RIOJA 287,49318705,BALVANERA,3,-58.408848458524062,-34.61368799894619
1498,FARMACIA,AV CORRIENTES,4194,CORRIENTES AV. 4194,48653213,ALMAGRO,5,-58.423960286909086,-34.603047194887445
1499,FARMACIA,AV CABILDO,3673,CABILDO AV. 3673,,NUÑEZ,13,-58.467811992311098,-34.549076548742192
1500,FARMACIA,MONTES DE OCA,1229,"MONTES DE OCA, MANUEL 1229",43025255,BARRACAS,4,-58.374112684931745,-34.642346797685413
1501,FARMACIA,LARREA,1249,LARREA 1249,48258498,RECOLETA,2,-58.400294619274639,-34.59308412726056
1502,FARMACIA,AV DEL LIBERTADOR,2102,DEL LIBERTADOR AV. 2102,48029318,PALERMO,14,-58.402821872222418,-34.581931483004411
1503,FARMACIA,MEDRANO,1773,MEDRANO 1773,48254612,PALERMO,14,-58.418045557143344,-34.589784606948456
1504,FARMACIA,VENTURA DE LA VEGA,3697,"VEGA, VENTURA de la 3697",49114319 49111234,NUEVA POMPEYA,4,-58.411950121581427,-34.65284716667275
1505,FARMACIA,AV SANTA FE,4900,SANTA FE AV. 4900,47728107,PALERMO,14,-58.428650272016959,-34.577658970905901
1506,FARMACIA,AV DIRECTORIO,4549,DIRECTORIO AV. 4549,,PARQUE AVELLANEDA,9,-58.486662664129199,-34.646875826154314
1507,FARMACIA,MONROE,4968,MONROE 4968,45235148,VILLA URQUIZA,12,-58.484805164786131,-34.573690105338926
1508,FARMACIA,COMBATE DE LOS POZOS,77,COMBATE DE LOS POZOS 77,49523270 fax 49511461,BALVANERA,3,-58.39356346282662,-34.610077763017749
1509,FARMACIA,AVELLANEDA,528,AVELLANEDA 528,49037992,CABALLITO,6,-58.438518265651027,-34.614501911824235
1510,FARMACIA,AV CABILDO,499,CABILDO AV. 499,47713427 47711887,PALERMO,14,-58.441659419004061,-34.571360389978032
1511,FARMACIA,TENIENTE GENERAL JUAN D PERON,1551,"PERON, JUAN DOMINGO, TTE. GENERAL 1551",52754793/94,SAN NICOLAS,1,-58.388590200167933,-34.606403840035362
1512,FARMACIA,CERRITO,1516,CERRITO 1516,48157550,RETIRO,1,-58.382749358138064,-34.589777677250225
1513,FARMACIA,AV SAENZ,1285,SAENZ AV. 1285,49194612,NUEVA POMPEYA,4,-58.416799526268932,-34.656172316464314
1514,FARMACIA,AV DE MAYO,1102,DE MAYO AV. 1102,43837971,MONSERRAT,1,-58.382114060923747,-34.609264124556603
1515,FARMACIA,JORGE NEWBERY,1601,"NEWBERY, JORGE 1601",47712256,PALERMO,14,-58.434300567338191,-34.566503748184864
1516,FARMACIA,JULIAN ALVAREZ,601,"ALVAREZ, JULIAN 601",48573733,VILLA CRESPO,15,-58.433870415960051,-34.599363621934323
1517,FARMACIA,AV JUJUY,120,JUJUY AV. 120,4524498,BALVANERA,3,-58.405548817978399,-34.611558237130609
1518,FARMACIA,TENIENTE GENERAL JUAN D PERON,2100,"PERON, JUAN DOMINGO, TTE. GENERAL 2100",49536094,BALVANERA,3,-58.39635131419881,-34.607267862683706
1520,FARMACIA,AV CORDOBA,2639,CORDOBA AV. 2639,49621717,RECOLETA,2,-58.404418924258877,-34.59789795857359
1521,FARMACIA,AV RIVADAVIA,3081,RIVADAVIA AV. 3081,48670403 48670402 48670107,BALVANERA,3,-58.409841821348756,-34.610227077990821
1522,FARMACIA,AV BELGRANO,3101,BELGRANO AV. 3101,49313132,BALVANERA,3,-58.409859508771433,-34.615085273968361
1524,FARMACIA,AV LOPE DE VEGA,3537,LOPE DE VEGA AV. 3537,45686112,VILLA DEVOTO,11,-58.528302031906655,-34.611494189553461
1525,FARMACIA,AV RIVADAVIA,3254,RIVADAVIA AV. 3254,48666846,BALVANERA,3,-58.412437278211286,-34.610771336526753
1526,FARMACIA,AV RAUL SCALABRINI ORTIZ,1999,"SCALABRINI ORTIZ, RAUL AV. 1999",48325617,PALERMO,14,-58.421459311756635,-34.588773830467197
1527,FARMACIA,PADILLA,992,PADILLA 992,48567476,VILLA CRESPO,15,-58.445614886642673,-34.597446920293358
1528,FARMACIA,AV CASEROS,3372,CASEROS AV. 3372,49119302,NUEVA POMPEYA,4,-58.412634144057996,-34.638516763872488
1529,FARMACIA,AV TRIUNVIRATO,3749,TRIUNVIRATO AV. 3749,45237547,VILLA ORTUZAR,15,-58.474024206980062,-34.581330549653742
1530,FARMACIA,SAN MARTIN,590,SAN MARTIN 590,43132600,SAN NICOLAS,1,-58.374196114672685,-34.601174036640629
1531,FARMACIA,ECUADOR,1320,ECUADOR 1320,,RECOLETA,2,-58.404267557609067,-34.594981262532805
1532,FARMACIA,AV RIVADAVIA,2202,RIVADAVIA AV. 2202,49524785 49516432,BALVANERA,3,-58.397697426722807,-34.60974699084084
1533,FARMACIA,PARAGUAY,2322,PARAGUAY 2322,49613925,RECOLETA,2,-58.401017797336507,-34.598113727450468
1534,FARMACIA,MARCELO T. DE ALVEAR,1526,"ALVEAR, MARCELO T. De 1526",48154470,RECOLETA,2,-58.388608359545344,-34.597317128841063
1535,FARMACIA,GRAL. URQUIZA,654,"URQUIZA, Gral. 654",49562000,BALVANERA,3,-58.409143050218439,-34.61815755907709
1538,FARMACIA,MONTES DE OCA,1800,"MONTES DE OCA, MANUEL 1800",43012310,BARRACAS,4,-58.372616764217227,-34.648010821099639
1539,FARMACIA,AV CASEROS,554,CASEROS AV. 554,43077075,BARRACAS,4,-58.373154974346527,-34.626945098042818
